codigo_producto;sucursal;precio_venta;fecha_venta;nombe-producto;costo;Utilidad
B;Baltimore;37457.09;miércoles 19 de abril de 2017;Audi;506811;-469353.91
C;Baltimore;37472.67;jueves 19 de enero de 2017;Ford;145385;-107912.33
R;Baltimore;18882.3;jueves 20 de julio de 2017;Seat;3396;15486.3
K;Baltimore;18313.78;martes 17 de enero de 2017;Toyota;509328;-491014.22
D;Baltimore;33807.72;lunes 16 de octubre de 2017;Jaguar;384724;-350916.28
J;Baltimore;22730.25;domingo 08 de enero de 2017;Mitsubishi;362567;-339836.75
A;Baltimore;46210.04;viernes 17 de noviembre de 2017;Mercedes-Benz;665685;-619474.96
P;Baltimore;37980.99;jueves 23 de noviembre de 2017;Volvo;579877;-541896.01
J;Baltimore;6931.4;viernes 28 de abril de 2017;Mitsubishi;362567;-355635.6
M;Baltimore;42820.16;lunes 23 de enero de 2017;Mazda;327078;-284257.84
K;Baltimore;32740.99;jueves 23 de marzo de 2017;Toyota;509328;-476587.01
B;Baltimore;42350.15;martes 05 de septiembre de 2017;Audi;506811;-464460.85
G;Baltimore;35575.99;lunes 20 de noviembre de 2017;Jeep;62985;-27409.01
U;Baltimore;21670.03;lunes 04 de septiembre de 2017;Nissan;56659;-34988.97
E;Baltimore;28533.8;lunes 24 de julio de 2017;Kia;526617;-498083.2
J;Baltimore;41084.74;domingo 12 de febrero de 2017;Mitsubishi;362567;-321482.26
M;Detroit;12151.77;miércoles 01 de noviembre de 2017;Mazda;327078;-314926.23
A;Detroit;47366.86;viernes 24 de febrero de 2017;Mercedes-Benz;665685;-618318.14
O;Detroit;39782.82;miércoles 05 de abril de 2017;Fiat;117711;-77928.18
D;Detroit;26984.72;jueves 25 de mayo de 2017;Jaguar;384724;-357739.28
C;Detroit;42581.83;viernes 07 de julio de 2017;Ford;145385;-102803.17
H;Detroit;44417.98;miércoles 27 de septiembre de 2017;Renault;417019;-372601.02
F;Detroit;44999.39;domingo 26 de marzo de 2017;Citroen;361084;-316084.61
Q;Detroit;45051.89;sábado 17 de junio de 2017;Suzuki;121590;-76538.11
O;Detroit;29638.94;sábado 12 de agosto de 2017;Fiat;117711;-88072.06
H;Detroit;43955.77;lunes 04 de diciembre de 2017;Renault;417019;-373063.23
B;Detroit;860.19;miércoles 30 de agosto de 2017;Audi;506811;-505950.81
R;Detroit;5561.77;martes 26 de diciembre de 2017;Seat;3396;2165.77
G;Detroit;26563.94;martes 16 de mayo de 2017;Jeep;62985;-36421.06
E;Detroit;42035.77;miércoles 09 de agosto de 2017;Kia;526617;-484581.23
Q;Detroit;11932.01;domingo 08 de enero de 2017;Suzuki;121590;-109657.99
T;Detroit;16111.09;sábado 28 de octubre de 2017;Isuzu;288473;-272361.91
H;Detroit;20646.37;jueves 02 de noviembre de 2017;Renault;417019;-396372.63
L;Detroit;12207.69;domingo 05 de marzo de 2017;Volkswagen;478975;-466767.31
S;Detroit;307.2;martes 21 de febrero de 2017;Peugeot;287741;-287433.8
B;Detroit;19638.02;jueves 22 de junio de 2017;Audi;506811;-487172.98
L;Detroit;22575.63;sábado 07 de enero de 2017;Volkswagen;478975;-456399.37
U;Detroit;39224.37;jueves 23 de marzo de 2017;Nissan;56659;-17434.63
S;Detroit;33949.8;sábado 09 de septiembre de 2017;Peugeot;287741;-253791.2
N;Detroit;38306.04;jueves 14 de septiembre de 2017;BMW;366207;-327900.96
S;Detroit;8220.9;martes 14 de febrero de 2017;Peugeot;287741;-279520.1
L;Detroit;15718.7;domingo 15 de enero de 2017;Volkswagen;478975;-463256.3
K;Detroit;31499.45;viernes 04 de agosto de 2017;Toyota;509328;-477828.55
R;Detroit;18032.74;viernes 14 de abril de 2017;Seat;3396;14636.74
S;Detroit;44658.12;sábado 08 de julio de 2017;Peugeot;287741;-243082.88
N;Detroit;9739.18;lunes 10 de julio de 2017;BMW;366207;-356467.82
I;Detroit;31379.93;sábado 25 de marzo de 2017;Hyundai;121889;-90509.07
G;Detroit;21228.2;miércoles 01 de marzo de 2017;Jeep;62985;-41756.8
G;Detroit;6679.01;miércoles 07 de junio de 2017;Jeep;62985;-56305.99
T;Detroit;39619.08;martes 23 de mayo de 2017;Isuzu;288473;-248853.92
Q;Detroit;39776.31;jueves 06 de abril de 2017;Suzuki;121590;-81813.69
Q;Detroit;22375.96;sábado 11 de marzo de 2017;Suzuki;121590;-99214.04
Q;Detroit;17150.65;miércoles 17 de mayo de 2017;Suzuki;121590;-104439.35
J;Detroit;5338.74;domingo 10 de diciembre de 2017;Mitsubishi;362567;-357228.26
M;Detroit;34919.67;martes 09 de mayo de 2017;Mazda;327078;-292158.33
R;Detroit;5195.16;sábado 02 de diciembre de 2017;Seat;3396;1799.16
M;Detroit;39622.29;jueves 11 de mayo de 2017;Mazda;327078;-287455.71
O;Detroit;6117.69;jueves 10 de agosto de 2017;Fiat;117711;-111593.31
L;Detroit;464.1;martes 16 de mayo de 2017;Volkswagen;478975;-478510.9
U;Detroit;14518.14;domingo 08 de octubre de 2017;Nissan;56659;-42140.86
U;Detroit;49779.54;martes 26 de diciembre de 2017;Nissan;56659;-6879.46
B;Detroit;28524.99;jueves 05 de octubre de 2017;Audi;506811;-478286.01
J;Detroit;824.24;miércoles 18 de octubre de 2017;Mitsubishi;362567;-361742.76
M;Detroit;43955.16;viernes 27 de enero de 2017;Mazda;327078;-283122.84
H;Detroit;28205.49;sábado 25 de noviembre de 2017;Renault;417019;-388813.51
N;Detroit;44455.24;domingo 19 de febrero de 2017;BMW;366207;-321751.76
A;Detroit;22082.23;lunes 20 de noviembre de 2017;Mercedes-Benz;665685;-643602.77
R;Detroit;27716.49;domingo 21 de mayo de 2017;Seat;3396;24320.49
F;Detroit;13574.32;jueves 05 de octubre de 2017;Citroen;361084;-347509.68
N;Detroit;35349.83;miércoles 10 de mayo de 2017;BMW;366207;-330857.17
B;Detroit;40245.35;viernes 15 de diciembre de 2017;Audi;506811;-466565.65
O;Detroit;15786.23;lunes 02 de octubre de 2017;Fiat;117711;-101924.77
D;Detroit;35784.41;viernes 26 de mayo de 2017;Jaguar;384724;-348939.59
N;Detroit;26981.25;martes 04 de abril de 2017;BMW;366207;-339225.75
C;Detroit;36673.02;jueves 09 de noviembre de 2017;Ford;145385;-108711.98
J;Detroit;43861.21;viernes 27 de octubre de 2017;Mitsubishi;362567;-318705.79
K;Detroit;43247.09;martes 21 de febrero de 2017;Toyota;509328;-466080.91
J;Detroit;7150.88;viernes 17 de febrero de 2017;Mitsubishi;362567;-355416.12
T;Detroit;30600.23;domingo 09 de julio de 2017;Isuzu;288473;-257872.77
M;Detroit;12179.57;miércoles 29 de marzo de 2017;Mazda;327078;-314898.43
U;Detroit;1630.68;jueves 09 de noviembre de 2017;Nissan;56659;-55028.32
D;Detroit;43241.44;viernes 27 de octubre de 2017;Jaguar;384724;-341482.56
Q;Detroit;47797.53;jueves 24 de agosto de 2017;Suzuki;121590;-73792.47
J;Detroit;22671.66;viernes 28 de julio de 2017;Mitsubishi;362567;-339895.34
Q;Detroit;37486.78;lunes 09 de octubre de 2017;Suzuki;121590;-84103.22
O;Detroit;3065.61;miércoles 19 de julio de 2017;Fiat;117711;-114645.39
B;Detroit;4901.26;viernes 09 de junio de 2017;Audi;506811;-501909.74
U;Detroit;33782.79;domingo 24 de septiembre de 2017;Nissan;56659;-22876.21
F;Detroit;48338.17;martes 12 de diciembre de 2017;Citroen;361084;-312745.83
Q;Detroit;14592.76;jueves 11 de mayo de 2017;Suzuki;121590;-106997.24
G;Detroit;30867.18;domingo 24 de septiembre de 2017;Jeep;62985;-32117.82
M;Detroit;40236.4;sábado 14 de octubre de 2017;Mazda;327078;-286841.6
P;Detroit;12093.72;sábado 18 de marzo de 2017;Volvo;579877;-567783.28
B;Detroit;41224.61;sábado 23 de septiembre de 2017;Audi;506811;-465586.39
T;Detroit;40862.66;sábado 16 de septiembre de 2017;Isuzu;288473;-247610.34
F;Detroit;28846.14;jueves 30 de noviembre de 2017;Citroen;361084;-332237.86
R;Detroit;3951.17;viernes 13 de octubre de 2017;Seat;3396;555.17
M;Detroit;5245;sábado 04 de noviembre de 2017;Mazda;327078;-321833
U;Detroit;20963.44;sábado 04 de febrero de 2017;Nissan;56659;-35695.56
L;Detroit;26619.22;lunes 30 de enero de 2017;Volkswagen;478975;-452355.78
P;Detroit;32758.47;jueves 16 de febrero de 2017;Volvo;579877;-547118.53
R;Detroit;49124.75;lunes 25 de septiembre de 2017;Seat;3396;45728.75
F;Detroit;4577.63;miércoles 12 de abril de 2017;Citroen;361084;-356506.37
S;Detroit;37236.22;domingo 24 de diciembre de 2017;Peugeot;287741;-250504.78
T;Detroit;5949.44;sábado 13 de mayo de 2017;Isuzu;288473;-282523.56
I;Detroit;26967.12;lunes 31 de julio de 2017;Hyundai;121889;-94921.88
R;Detroit;1264.02;viernes 13 de octubre de 2017;Seat;3396;-2131.98
R;Detroit;49374.81;jueves 02 de marzo de 2017;Seat;3396;45978.81
G;Detroit;7327.64;miércoles 06 de diciembre de 2017;Jeep;62985;-55657.36
C;Detroit;36418.54;miércoles 28 de junio de 2017;Ford;145385;-108966.46
I;Detroit;12831.74;miércoles 08 de febrero de 2017;Hyundai;121889;-109057.26
J;Detroit;22536.38;miércoles 14 de junio de 2017;Mitsubishi;362567;-340030.62
J;Detroit;23994.99;martes 15 de agosto de 2017;Mitsubishi;362567;-338572.01
R;Detroit;42670.93;lunes 18 de diciembre de 2017;Seat;3396;39274.93
N;Detroit;29866.73;lunes 15 de mayo de 2017;BMW;366207;-336340.27
L;Detroit;35113.35;jueves 23 de marzo de 2017;Volkswagen;478975;-443861.65
K;Detroit;9332.36;martes 16 de mayo de 2017;Toyota;509328;-499995.64
E;Detroit;40205.22;viernes 19 de mayo de 2017;Kia;526617;-486411.78
H;Detroit;6139.22;domingo 23 de julio de 2017;Renault;417019;-410879.78
A;Detroit;5558.01;domingo 02 de abril de 2017;Mercedes-Benz;665685;-660126.99
J;Detroit;34479.66;viernes 18 de agosto de 2017;Mitsubishi;362567;-328087.34
E;Detroit;7035.29;domingo 10 de diciembre de 2017;Kia;526617;-519581.71
F;Detroit;31016.73;lunes 23 de octubre de 2017;Citroen;361084;-330067.27
C;Detroit;27457.23;domingo 10 de diciembre de 2017;Ford;145385;-117927.77
H;Detroit;35933.84;domingo 22 de enero de 2017;Renault;417019;-381085.16
R;Detroit;33153.44;miércoles 19 de julio de 2017;Seat;3396;29757.44
P;Detroit;30588.54;jueves 07 de septiembre de 2017;Volvo;579877;-549288.46
C;Detroit;5916.2;sábado 01 de abril de 2017;Ford;145385;-139468.8
Q;Detroit;25141;jueves 14 de diciembre de 2017;Suzuki;121590;-96449
J;Detroit;45499.54;sábado 22 de abril de 2017;Mitsubishi;362567;-317067.46
G;Detroit;26765.9;martes 29 de agosto de 2017;Jeep;62985;-36219.1
A;New York;7938.8;miércoles 30 de agosto de 2017;Mercedes-Benz;665685;-657746.2
L;New York;15252.68;viernes 10 de noviembre de 2017;Volkswagen;478975;-463722.32
F;New York;1087.33;viernes 24 de marzo de 2017;Citroen;361084;-359996.67
H;New York;23674.53;jueves 16 de noviembre de 2017;Renault;417019;-393344.47
A;New York;20401.61;martes 10 de octubre de 2017;Mercedes-Benz;665685;-645283.39
U;New York;34290.62;viernes 20 de octubre de 2017;Nissan;56659;-22368.38
Q;New York;43033.52;martes 11 de julio de 2017;Suzuki;121590;-78556.48
I;New York;8904.34;miércoles 03 de mayo de 2017;Hyundai;121889;-112984.66
M;New York;7706.26;viernes 24 de noviembre de 2017;Mazda;327078;-319371.74
N;New York;32623.47;miércoles 01 de marzo de 2017;BMW;366207;-333583.53
F;New York;40945.24;miércoles 21 de junio de 2017;Citroen;361084;-320138.76
D;New York;18935.98;jueves 31 de agosto de 2017;Jaguar;384724;-365788.02
N;New York;27634.67;lunes 16 de octubre de 2017;BMW;366207;-338572.33
N;New York;14612.17;jueves 26 de octubre de 2017;BMW;366207;-351594.83
S;New York;28471.87;lunes 13 de noviembre de 2017;Peugeot;287741;-259269.13
Q;New York;35512.1;martes 13 de junio de 2017;Suzuki;121590;-86077.9
L;New York;11189.6;jueves 16 de marzo de 2017;Volkswagen;478975;-467785.4
D;New York;4577.24;jueves 19 de octubre de 2017;Jaguar;384724;-380146.76
C;New York;24778.35;sábado 16 de septiembre de 2017;Ford;145385;-120606.65
E;New York;34449.21;miércoles 04 de octubre de 2017;Kia;526617;-492167.79
N;New York;24324.5;domingo 26 de noviembre de 2017;BMW;366207;-341882.5
B;New York;15037.94;sábado 10 de junio de 2017;Audi;506811;-491773.06
D;New York;27286.76;martes 22 de agosto de 2017;Jaguar;384724;-357437.24
O;New York;22383.92;domingo 17 de diciembre de 2017;Fiat;117711;-95327.08
I;New York;9175.21;domingo 26 de febrero de 2017;Hyundai;121889;-112713.79
S;New York;40169.9;miércoles 08 de febrero de 2017;Peugeot;287741;-247571.1
U;New York;36786.02;jueves 26 de octubre de 2017;Nissan;56659;-19872.98
J;New York;25619.46;domingo 21 de mayo de 2017;Mitsubishi;362567;-336947.54
E;New York;21768.23;jueves 29 de junio de 2017;Kia;526617;-504848.77
O;New York;17740.26;jueves 06 de julio de 2017;Fiat;117711;-99970.74
R;New York;5618.55;lunes 24 de julio de 2017;Seat;3396;2222.55
T;New York;44804.24;domingo 16 de julio de 2017;Isuzu;288473;-243668.76
A;New York;29501.74;miércoles 05 de abril de 2017;Mercedes-Benz;665685;-636183.26
Q;New York;1069.22;domingo 03 de septiembre de 2017;Suzuki;121590;-120520.78
N;New York;26028.41;viernes 24 de noviembre de 2017;BMW;366207;-340178.59
O;New York;25927.05;martes 06 de junio de 2017;Fiat;117711;-91783.95
O;New York;19215.04;sábado 12 de agosto de 2017;Fiat;117711;-98495.96
J;New York;37271.43;miércoles 11 de enero de 2017;Mitsubishi;362567;-325295.57
A;New York;4841.5;sábado 21 de octubre de 2017;Mercedes-Benz;665685;-660843.5
K;New York;23866.3;jueves 23 de marzo de 2017;Toyota;509328;-485461.7
C;New York;36937.23;sábado 24 de junio de 2017;Ford;145385;-108447.77
L;New York;13808.08;lunes 20 de marzo de 2017;Volkswagen;478975;-465166.92
O;New York;10478.58;martes 14 de febrero de 2017;Fiat;117711;-107232.42
B;New York;40579.8;lunes 17 de julio de 2017;Audi;506811;-466231.2
R;New York;39452.6;martes 15 de agosto de 2017;Seat;3396;36056.6
S;New York;7606.87;sábado 21 de octubre de 2017;Peugeot;287741;-280134.13
C;New York;9464.08;lunes 23 de octubre de 2017;Ford;145385;-135920.92
J;New York;36742.71;miércoles 23 de agosto de 2017;Mitsubishi;362567;-325824.29
T;New York;39653.33;jueves 31 de agosto de 2017;Isuzu;288473;-248819.67
U;New York;13188.18;domingo 28 de mayo de 2017;Nissan;56659;-43470.82
Q;New York;46453.53;miércoles 31 de mayo de 2017;Suzuki;121590;-75136.47
K;New York;37049.23;sábado 05 de agosto de 2017;Toyota;509328;-472278.77
D;New York;25828.96;martes 26 de diciembre de 2017;Jaguar;384724;-358895.04
R;New York;47092.99;sábado 18 de marzo de 2017;Seat;3396;43696.99
M;New York;7746.53;domingo 21 de mayo de 2017;Mazda;327078;-319331.47
E;New York;8863.28;viernes 09 de junio de 2017;Kia;526617;-517753.72
P;New York;31965.64;martes 23 de mayo de 2017;Volvo;579877;-547911.36
K;New York;34120.17;lunes 07 de agosto de 2017;Toyota;509328;-475207.83
S;New York;10960.27;sábado 18 de noviembre de 2017;Peugeot;287741;-276780.73
F;New York;12425.07;viernes 19 de mayo de 2017;Citroen;361084;-348658.93
S;New York;48469.47;miércoles 13 de diciembre de 2017;Peugeot;287741;-239271.53
D;New York;10344.38;jueves 26 de octubre de 2017;Jaguar;384724;-374379.62
R;New York;17246.84;lunes 07 de agosto de 2017;Seat;3396;13850.84
J;New York;10981.84;sábado 12 de agosto de 2017;Mitsubishi;362567;-351585.16
J;New York;46104.18;sábado 24 de junio de 2017;Mitsubishi;362567;-316462.82
S;New York;43628.3;lunes 29 de mayo de 2017;Peugeot;287741;-244112.7
I;New York;45497.19;viernes 06 de octubre de 2017;Hyundai;121889;-76391.81
F;New York;13076.78;domingo 22 de enero de 2017;Citroen;361084;-348007.22
M;New York;35595.84;domingo 30 de julio de 2017;Mazda;327078;-291482.16
S;New York;12945.74;lunes 07 de agosto de 2017;Peugeot;287741;-274795.26
G;New York;26159.4;viernes 09 de junio de 2017;Jeep;62985;-36825.6
B;New York;23475.47;miércoles 10 de mayo de 2017;Audi;506811;-483335.53
T;New York;31506.89;domingo 03 de diciembre de 2017;Isuzu;288473;-256966.11
C;New York;47718.08;lunes 27 de febrero de 2017;Ford;145385;-97666.92
T;New York;35410.17;miércoles 22 de noviembre de 2017;Isuzu;288473;-253062.83
N;New York;7044.38;domingo 24 de septiembre de 2017;BMW;366207;-359162.62
R;New York;20224.15;sábado 01 de abril de 2017;Seat;3396;16828.15
G;New York;39550.13;miércoles 22 de febrero de 2017;Jeep;62985;-23434.87
J;New York;10082.52;viernes 27 de enero de 2017;Mitsubishi;362567;-352484.48
S;New York;32717.12;lunes 08 de mayo de 2017;Peugeot;287741;-255023.88
T;New York;18017.24;martes 28 de noviembre de 2017;Isuzu;288473;-270455.76
O;New York;44901.43;sábado 14 de enero de 2017;Fiat;117711;-72809.57
O;New York;1545.95;miércoles 02 de agosto de 2017;Fiat;117711;-116165.05
E;New York;16957.67;miércoles 14 de junio de 2017;Kia;526617;-509659.33
I;New York;2568.2;miércoles 29 de noviembre de 2017;Hyundai;121889;-119320.8
F;New York;34700.35;viernes 10 de marzo de 2017;Citroen;361084;-326383.65
H;New York;11634.75;martes 12 de septiembre de 2017;Renault;417019;-405384.25
D;New York;39817.24;miércoles 01 de marzo de 2017;Jaguar;384724;-344906.76
Q;New York;49208.71;domingo 29 de octubre de 2017;Suzuki;121590;-72381.29
L;New York;9378.08;viernes 08 de septiembre de 2017;Volkswagen;478975;-469596.92
A;New York;8852.62;domingo 10 de septiembre de 2017;Mercedes-Benz;665685;-656832.38
S;New York;2378.28;sábado 04 de noviembre de 2017;Peugeot;287741;-285362.72
D;New York;41258.8;viernes 15 de diciembre de 2017;Jaguar;384724;-343465.2
E;New York;17735.34;domingo 22 de octubre de 2017;Kia;526617;-508881.66
T;New York;2695.39;jueves 22 de junio de 2017;Isuzu;288473;-285777.61
P;New York;10266.67;viernes 06 de enero de 2017;Volvo;579877;-569610.33
Q;New York;2502.19;martes 05 de diciembre de 2017;Suzuki;121590;-119087.81
P;New York;36238.55;viernes 03 de marzo de 2017;Volvo;579877;-543638.45
H;New York;40302.85;domingo 16 de abril de 2017;Renault;417019;-376716.15
L;New York;3826.84;domingo 02 de julio de 2017;Volkswagen;478975;-475148.16
I;New York;44553.62;domingo 05 de marzo de 2017;Hyundai;121889;-77335.38
N;New York;2279.76;miércoles 12 de julio de 2017;BMW;366207;-363927.24
S;New York;18398.02;jueves 16 de marzo de 2017;Peugeot;287741;-269342.98
C;New York;20745.3;domingo 21 de mayo de 2017;Ford;145385;-124639.7
D;New York;21652.96;sábado 07 de octubre de 2017;Jaguar;384724;-363071.04
K;New York;18067.96;viernes 01 de septiembre de 2017;Toyota;509328;-491260.04
F;New York;30628.55;jueves 28 de septiembre de 2017;Citroen;361084;-330455.45
